Pri Key,Restaurant Key,Restaurant,Dish,Price,Ingredients (Copy Paste),Calories,Vegan,Vegetarian,Kosher,Keto,Plant Based,Pescaterian,Gluten Free,Low Carb,Low Sodium,Low Cholesteral,Contains Peanuts,Contains Treenuts,Contains Shellfish,,,,,,,,,
645,11,Kofusion,Stir Fry,$13.00+,Mixed vegetables tossed in the wok with choice of udon noodles or white rice.,,,,,,,,,,,,,,,,,,,,,,,
646,11,Kofusion,Ramen,$13.00+,"fish cake, shiitake mushrooms, bok choy, onions, ramen noodles, broth, seaweed",,,,,,,,,,,,,,,,,,,,,,,
647,11,Kofusion,Japanese Seafood Noodle Bowl,$17.00 ,"shrimp, fish cake, shiitake mushrooms, bok choy, onions, udon noodles, seafood broth",,,,,,,,,,,,,,,,,,,,,,,
648,11,Kofusion,Panang Curry,$13.00+,"coconut milk curry, mixed vegetables, cashews, rice",,,,,,,,,,,,,,,,,,,,,,,
649,11,Kofusion,Sushi Combination A,$27.95 ,Chef's selection of 10 pieces nigiri and California roll.,,,,,,,,,,,,,,,,,,,,,,,
650,11,Kofusion,Sushi Combination B,$35.95 ,Chef's selection of 10 pieces nigiri and California roll.,,,,,,,,,,,,,,,,,,,,,,,
651,11,Kofusion,Korean Style Sashimi Bowl,$19.95 ,"HWE DUP BOP Korean style assorted sashimi, rice, mixed greens, sesame, sweet & spicy sauce",,,,,,,,,,,,,,,,,,,,,,,
652,11,Kofusion,Japanese Style Sashimi Bowl,$22.95 ,"CHIRASHI Japanese style assorted sashimi, rice",,,,,,,,,,,,,,,,,,,,,,,
653,11,Kofusion,Flaming Phoenix Roll,$16.95 ,"Tempura shrimp, mango, butterfly shrimp, spicy mayo, unagi sauce and furikake.",,,,,,,,,,,,,,,,,,,,,,,
654,11,Kofusion,Chicago Roll,$16.95 ,"Tempura crab, jalapeno, cream cheese, seared tuna and salmon, Asian chili sauce, unagi sauce and furikake. Spicy.",,,,,,,,,,,,,,,,,,,,,,,
655,11,Kofusion,Torched Salmon Roll,$15.95 ,"Seared salmon, avocado, cucumber, black mushrooms, micro greens and citrus soy.",,,,,,,,,,,,,,,,,,,,,,,
656,11,Kofusion,Big Roll,$9.95 ,"Crab, black mushrooms, tamago, avocado, cream cheese, spicy mayo and unagi sauce. Tempura fried.",,,,,,,,,,,,,,,,,,,,,,,
657,11,Kofusion,Red Dragon Roll,$17.95 ,"Spicy yellowtail, salmon, tuna, unagi, cucumber, avocado, potato crunch, unagi sauce and mentaiko mayo. Spicy.",,,,,,,,,,,,,,,,,,,,,,,
658,11,Kofusion,Fusion Maki Roll,$14.95 ,"Crab, spicy tuna, avocado, spicy mayo and unagi sauce. Tempura fried.",,,,,,,,,,,,,,,,,,,,,,,
659,11,Kofusion,Solomon Roll,$18.95 ,"Tempura shrimp, unagi, salmon, avocado, masago, sesame- chili oil, unagi sauce",,,,,,,,,,,,,,,,,,,,,,,
660,11,Kofusion,White Dragon,$14.95 ,"Tempura shrimp and crab, tamago, mango, avocado, coconut flakes, unagi sauce, coconut mango sauce",,,,,,,,,,,,,,,,,,,,,,,
661,11,Kofusion,New Zealand Lobster Tail Roll,$19.95 ,"Tempura lobster, crab, mango, tamago, toasted coconut, cashews and mango sauce.",,,,,,,,,,,,,,,,,,,,,,,
662,11,Kofusion,Fuji Snow Roll,$13.95 ,"White tuna, avocado, cucumber, asparagus, micro greens, citrus soy and lemon zest.",,,,,,,,,,,,,,,,,,,,,,,
663,11,Kofusion,Firecracker Roll,$13.95 ,"Spicy crab, cucumber, spicy tuna, jalapeno, Asian chili sauce.",,,,,,,,,,,,,,,,,,,,,,,
664,11,Kofusion,Rainbow Roll,$16.95 ,"California roll, tuna, salmon, white tuna, yellowtail and avocado.",,,,,,,,,,,,,,,,,,,,,,,
665,11,Kofusion,Crunch,$12.95 ,"spicy tuna, cucumber, masago, cashews, tempura crunch, spicy mustard, Asian chili sauce",,,,,,,,,,,,,,,,,,,,,,,
666,11,Kofusion,Coconut Shrimp and Mango,$9.95 ,"Tempura shrimp, mango, toasted coconut, mango sauce, unagi sauce",,,,,,,,,,,,,,,,,,,,,,,
667,11,Kofusion,Hot Mama,$12.95 ,"spicy yellowtail, salmon, tuna asparagus, spicy crab, jalapeño",,,,,,,,,,,,,,,,,,,,,,,
668,11,Kofusion,Trio,$15.95 ,"salmon, tuna, tamago, crab, radish, cucumber wrap, citrus- sesame sauce",,,,,,,,,,,,,,,,,,,,,,,
669,11,Kofusion,Hamachi Fire,$16.95 ,"Seared yellowtail, black mushrooms, tempura leek, asparagus, jalapeno, togarashi, asian chili sauce",,,,,,,,,,,,,,,,,,,,,,,
670,11,Kofusion,Spider,$16.95 ,"tempura soft shell crab, avocado, scallions, masago, sesame seeds, unagi sauce, Asian Chili sauce",,,,,,,,,,,,,,,,,,,,,,,
671,11,Kofusion,Dragon,$15.95 ,"unagi, cucumber. avocado, tobiko, unagi sauce",,,,,,,,,,,,,,,,,,,,,,,
672,11,Kofusion,Volcano,$11.95 ,"crab, cucumber, avocado, baked shrimp, chives",,,,,,,,,,,,,,,,,,,,,,,
673,11,Kofusion,California,$7.95 ,"crab, avocado, cucumber",,,,,,,,,,,,,,,,,,,,,,,
674,11,Kofusion,Creamy Fried Shrimp,$10.95 ,"tempura shrimp, avocado, cream cheese, unagi sauce",,,,,,,,,,,,,,,,,,,,,,,
675,11,Kofusion,Philadelphia,$10.95 ,"salmon, cream cheese, avocado, unagi sauce",,,,,,,,,,,,,,,,,,,,,,,
676,11,Kofusion,Mild Tuna,$10.95 ,,,,,,,,,,,,,,,,,,,,,,,,
677,11,Kofusion,Spicy Tuna,$11.95 ,"spicy tuna, cucumber, lettuce",,,,,,,,,,,,,,,,,,,,,,,
678,11,Kofusion,Salmon Roll,$9.95 ,,,,,,,,,,,,,,,,,,,,,,,,
679,11,Kofusion,Yellowtail Roll,$10.95 ,,,,,,,,,,,,,,,,,,,,,,,,
680,11,Kofusion,Unagi Roll,$11.95 ,"baked eel, cucumber, unagi sauce",,,,,,,,,,,,,,,,,,,,,,,
681,11,Kofusion,Yasai Roll,$11.95 ,"Cucumber, carrot, pickled radish, black mushroom, avocado and shredded radish.",,,,,,,,,,,,,,,,,,,,,,,
682,11,Kofusion,Futo Maki Roll,$9.95 ,"Tamago, cucumber, carrot, pickled radish and black mushroom.",,,,,,,,,,,,,,,,,,,,,,,
683,11,Kofusion,Veggie Roll,$6.00+,Build your own veggie roll. Each vegetable $1.00,,,,,,,,,,,,,,,,,,,,,,,
684,11,Kofusion,Chocolate Mousse Cake,$7.00 ,,,,,,,,,,,,,,,,,,,,,,,,
685,11,Kofusion,White Chocolate Raspberry Cheesecake,$7.00 ,,,,,,,,,,,,,,,,,,,,,,,,
686,11,Kofusion,Wasabi,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,
687,11,Kofusion,Soy Sauce,$0.50 ,"One soy per 10 pc. sushi free, .50 upcharge for extra",,,,,,,,,,,,,,,,,,,,,,,
688,11,Kofusion,Ginger,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
689,11,Kofusion,Spicy Mayo,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
690,11,Kofusion,Unagi Sauce,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
691,11,Kofusion,Sweet Chili Sauce,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
692,11,Kofusion,Dumpling Sauce,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
693,11,Kofusion,Gluten Free Soy,$0.50 ,1 soy sauce per 10 pc. sushi free,,,,,,,,,,,,,,,,,,,,,,,
694,11,Kofusion,Extra Ginger Dressing,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
695,11,Kofusion,Extra Walnut Dressing,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
696,11,Kofusion,Ponzu Soy Sauce,$0.50 ,,,,,,,,,,,,,,,,,,,,,,,,
697,11,Kofusion,Asian Chili Sauce,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
698,11,Kofusion,Sriracha,$0.75 ,,,,,,,,,,,,,,,,,,,,,,,,
699,12,Panera,Baker's Dozen Bagels,$11.49 ,13 freshly baked bagels. Cream Cheese tubs sold separately from the Sides menu.,,,,,,,,,,,,,,,,,,,,,,,
700,12,Panera,Mac & Cheese Bread Bowl,$7.09 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce. Allergens: Contains Wheat, Milk, Egg",1180,,,,,,,,,,,,,,,,,,,,,,
701,12,Panera,Mac & Cheese Cup,$5.89 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce. Allergens: Contains Wheat, Milk, Egg",510,,,,,,,,,,,,,,,,,,,,,,
702,12,Panera,Mac & Cheese Bowl,$9.19 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce. Allergens: Contains Wheat, Milk, Egg",1010,,,,,,,,,,,,,,,,,,,,,,
703,12,Panera,Bbq Chicken Mac & Cheese Bread Bowl,$7.59 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with smoked, pulled chicken raised without antibiotics, apple cider vinegar BBQ sauce, frizzled onions and fresh cilantro. Allergens: Contains Wheat, Milk, Egg",1270,,,,,,,,,,,,,,,,,,,,,,
704,12,Panera,Bbq Chicken Mac & Cheese Cup,$6.49 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with smoked, pulled chicken raised without antibiotics, apple cider vinegar BBQ sauce, frizzled onions and fresh cilantro. Allergens: Contains Wheat, Milk, Egg",600,,,,,,,,,,,,,,,,,,,,,,
705,12,Panera,Bbq Chicken Mac & Cheese Bowl,$10.29 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with smoked, pulled chicken raised without antibiotics, apple cider vinegar BBQ sauce, frizzled onions and fresh cilantro. Allergens: Contains Wheat, Milk, Egg",1200,,,,,,,,,,,,,,,,,,,,,,
706,12,Panera,Bacon Mac & Cheese Bread Bowl,$7.59 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with chopped bacon. Allergens: Contains Wheat, Milk, Egg",1250,,,,,,,,,,,,,,,,,,,,,,
707,12,Panera,Bacon Mac & Cheese Cup,$6.49 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with chopped bacon. Allergens: Contains Wheat, Milk, Egg",580,,,,,,,,,,,,,,,,,,,,,,
708,12,Panera,Bacon Mac & Cheese Bowl,$10.29 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with chopped bacon. Allergens: Contains Wheat, Milk, Egg",1160,,,,,,,,,,,,,,,,,,,,,,
709,12,Panera,Baja Mac & Cheese Bread Bowl,$7.59 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with salsa verde, tomatoes, avocado, and cilantro. Allergens: Contains Wheat, Milk, Egg",1260,,,,,,,,,,,,,,,,,,,,,,
710,12,Panera,Baja Mac & Cheese Cup,$6.49 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with salsa verde, tomatoes, avocado, and cilantro. Allergens: Contains Wheat, Milk, Egg",590,,,,,,,,,,,,,,,,,,,,,,
711,12,Panera,Baja Mac & Cheese Bowl,$10.29 ,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce, topped with salsa verde, tomatoes, avocado, and cilantro. Allergens: Contains Wheat, Milk, Egg",1180,,,,,,,,,,,,,,,,,,,,,,
712,12,Panera,Summer Corn Chowder Bread Bowl,$6.79 ,"Roasted corn and skin-on red potatoes simmered with sweet cream, poblano peppers and cilantro. Allergens: Contains Wheat, Milk",880,,,,,,,,,,,,,,,,,,,,,,
713,12,Panera,Summer Corn Chowder Cup,$5.39 ,"Roasted corn and skin-on red potatoes simmered with sweet cream, poblano peppers and cilantro. Allergens: Contains Wheat, Milk",210,,,,,,,,,,,,,,,,,,,,,,
714,12,Panera,Summer Corn Chowder Bowl,$6.39 ,"Roasted corn and skin-on red potatoes simmered with sweet cream, poblano peppers and cilantro. Allergens: Contains Wheat, Milk",320,,,,,,,,,,,,,,,,,,,,,,
715,12,Panera,Southwest Chicken Tortilla Soup Bread Bowl,$6.79 ,"Zesty roasted tomato and chili broth with slow-simmered chicken, masa, corn, poblano peppers, black beans, and hominy, with lime and cilantro. Garnished with masa crisps. Allergens: Contains Wheat, Soy",820,,,,,,,,,,,,,,,,,,,,,,
716,12,Panera,Southwest Chicken Tortilla Soup Cup,$5.39 ,"Zesty roasted tomato and chili broth with slow-simmered chicken, masa, corn, poblano peppers, black beans, and hominy, with lime and cilantro. Garnished with masa crisps. Allergens: Contains Wheat, Soy",150,,,,,,,,,,,,,,,,,,,,,,
717,12,Panera,Southwest Chicken Tortilla Soup Bowl,$6.39 ,"Zesty roasted tomato and chili broth with slow-simmered chicken, masa, corn, poblano peppers, black beans, and hominy, with lime and cilantro. Garnished with masa crisps. Allergens: Contains Wheat, Soy",250,,,,,,,,,,,,,,,,,,,,,,
718,12,Panera,Broccoli Cheddar Soup Bread Bowl,$6.79 ,"Chopped broccoli, shredded carrots and select seasonings simmered in a velvety smooth cheese sauce. Allergens: Contains Wheat, Milk",900,,,,,,,,,,,,,,,,,,,,,,
719,12,Panera,Broccoli Cheddar Soup Cup,$5.39 ,"Chopped broccoli, shredded carrots and select seasonings simmered in a velvety smooth cheese sauce. Allergens: Contains Wheat, Milk",230,,,,,,,,,,,,,,,,,,,,,,
720,12,Panera,Broccoli Cheddar Soup Bowl,$6.39 ,"Chopped broccoli, shredded carrots and select seasonings simmered in a velvety smooth cheese sauce. Allergens: Contains Wheat, Milk",360,,,,,,,,,,,,,,,,,,,,,,
721,12,Panera,Chicken Noodle Soup Bread Bowl,$6.79 ,"Fresh vegetables and tender all-white chicken breast simmered in a delicately seasoned chicken broth with traditional egg noodles. Allergens: Contains Wheat, Egg",780,,,,,,,,,,,,,,,,,,,,,,
722,12,Panera,Chicken Noodle Soup Cup,$5.39 ,"Fresh vegetables and tender all-white chicken breast simmered in a delicately seasoned chicken broth with traditional egg noodles. Allergens: Contains Wheat, Egg",120,,,,,,,,,,,,,,,,,,,,,,
723,12,Panera,Chicken Noodle Soup Bowl,$6.39 ,"Fresh vegetables and tender all-white chicken breast simmered in a delicately seasoned chicken broth with traditional egg noodles. Allergens: Contains Wheat, Egg",170,,,,,,,,,,,,,,,,,,,,,,
724,12,Panera,Creamy Tomato Soup Bread Bowl,$6.79 ,"Vine-ripened pear tomatoes pureed with fresh cream for a velvety smooth flavor accented by hints of red pepper and oregano and topped with black pepper focaccia croutons. Allergens: Contains Wheat, Milk",900,,,,,,,,,,,,,,,,,,,,,,
725,12,Panera,Creamy Tomato Soup Cup,$5.39 ,"Vine-ripened pear tomatoes pureed with fresh cream for a velvety smooth flavor accented by hints of red pepper and oregano and topped with black pepper focaccia croutons. Allergens: Contains Wheat, Milk",230,,,,,,,,,,,,,,,,,,,,,,
726,12,Panera,Creamy Tomato Soup Bowl,$6.39 ,"Vine-ripened pear tomatoes pureed with fresh cream for a velvety smooth flavor accented by hints of red pepper and oregano and topped with black pepper focaccia croutons. Allergens: Contains Wheat, Milk",340,,,,,,,,,,,,,,,,,,,,,,
727,12,Panera,Cream Of Chicken & Wild Rice Soup Bread Bowl,$6.79 ,"Diced chicken, long grain and wild rice, celery, onion and carrots simmered in chicken stock with cream and select herbs. Allergens: Contains Wheat, Milk",880,,,,,,,,,,,,,,,,,,,,,,
728,12,Panera,Cream Of Chicken & Wild Rice Soup Cup,$5.39 ,"Diced chicken, long grain and wild rice, celery, onion and carrots simmered in chicken stock with cream and select herbs. Allergens: Contains Wheat, Milk",210,,,,,,,,,,,,,,,,,,,,,,
729,12,Panera,Cream Of Chicken & Wild Rice Soup Bowl,$6.39 ,"Diced chicken, long grain and wild rice, celery, onion and carrots simmered in chicken stock with cream and select herbs. Allergens: Contains Wheat, Milk",310,,,,,,,,,,,,,,,,,,,,,,
730,12,Panera,Bistro French Onion Soup Bread Bowl,$6.79 ,"Sweet onions in a savory broth with a sherry wine vinegar gastrique and sea salts, topped with gruyere and housemade Black Pepper Focaccia croutons. Allergens: Contains Wheat, Soy, Milk",860,,,,,,,,,,,,,,,,,,,,,,
731,12,Panera,Bistro French Onion Soup Cup,$5.39 ,"Sweet onions in a savory broth with a sherry wine vinegar gastrique and sea salts, topped with gruyere and housemade Black Pepper Focaccia croutons. Allergens: Contains Wheat, Soy, Milk",190,,,,,,,,,,,,,,,,,,,,,,
732,12,Panera,Bistro French Onion Soup Bowl,$6.39 ,"Sweet onions in a savory broth with a sherry wine vinegar gastrique and sea salts, topped with gruyere and housemade Black Pepper Focaccia croutons. Allergens: Contains Wheat, Soy, Milk",310,,,,,,,,,,,,,,,,,,,,,,
733,12,Panera,Mac & Cheese - Group,$22.99+,"Tender shell pasta in a blend of rich cheeses including our tangy Vermont white cheddar cheese sauce. Serves 4. Allergens: Contains Wheat, Milk, Egg",2030,,,,,,,,,,,,,,,,,,,,,,
734,12,Panera,Summer Corn Chowder - Group,$18.99+,"Roasted corn and skin-on red potatoes simmered with sweet cream, poblano peppers and cilantro. Serves 4. Allergens: Contains Milk",750,,,,,,,,,,,,,,,,,,,,,,
735,12,Panera,Southwest Chicken Tortilla Soup - Group,$18.99+,"Zesty roasted tomato and chili broth with slow-simmered chicken, masa, corn, poblano peppers, black beans, and hominy, with lime and cilantro. Garnished with masa crisps. Serves 4. Allergens: Contains Soy",560,,,,,,,,,,,,,,,,,,,,,,
736,12,Panera,Broccoli Cheddar Soup - Group,$18.99+,"Chopped broccoli, shredded carrots and select seasonings simmered in a velvety smooth cheese sauce. Ideal for a group up to 4. Allergens: Contains Wheat, Milk",800,,,,,,,,,,,,,,,,,,,,,,
737,12,Panera,Chicken Noodle Soup - Group,$18.99+,"Fresh vegetables and tender all-white chicken breast simmered in a delicately seasoned chicken broth with traditional egg noodles. Ideal for a group up to 4. Allergens: Contains Wheat, Egg",410,,,,,,,,,,,,,,,,,,,,,,
738,12,Panera,Creamy Tomato Soup - Group,$18.99+,"Vine-ripened pear tomatoes pureed with fresh cream for a velvety smooth flavor accented by hints of red pepper and oregano and topped with black pepper focaccia croutons. Ideal for a group up to 4. Allergens: Contains Wheat, Milk",830,,,,,,,,,,,,,,,,,,,,,,
739,12,Panera,Cream Of Chicken & Wild Rice Soup - Group,$18.99+,"Diced chicken, long grain and wild rice, celery, onion and carrots simmered in chicken stock with cream and select herbs. Ideal for a group up to 4. Allergens: Contains Wheat, Milk",720,,,,,,,,,,,,,,,,,,,,,,
740,12,Panera,Bistro French Onion Soup - Group,$18.99+,"Sweet onions in a savory broth with a sherry wine vinegar gastrique and sea salts, topped with gruyere and housemade Black Pepper Focaccia croutons. Allergens: Contains Wheat, Soy, Milk",610,,,,,,,,,,,,,,,,,,,,,,
741,12,Panera,Strawberry Poppyseed Salad With Chicken (Half),$8.19 ,"Chicken raised without antibiotics, romaine, mandarin oranges and fresh strawberries, blueberries and pineapple tossed in poppyseed dressing and topped with toasted pecan pieces. Allergens: Contains Tree Nuts",180,,,,,,,,,,,,,,,,,,,,,,
742,12,Panera,Strawberry Poppyseed Salad With Chicken (Whole),$11.39 ,"Chicken raised without antibiotics, romaine, mandarin oranges and fresh strawberries, blueberries and pineapple tossed in poppyseed dressing and topped with toasted pecan pieces. Allergens: Contains Tree Nuts",360,,,,,,,,,,,,,,,,,,,,,,
743,12,Panera,Southwest Chile Lime Ranch Salad With Chicken (Half),$8.39 ,"Chicken raised without antibiotics, romaine, arugula, black bean & corn salsa, fresh cilantro, and masa crisps tossed in freshly made chile lime rojo ranch and topped with feta and avocado. Allergens: Contains Milk, Egg",330,,,,,,,,,,,,,,,,,,,,,,
744,12,Panera,Southwest Chile Lime Ranch Salad With Chicken (Whole),$11.99 ,"Chicken raised without antibiotics, romaine, arugula, black bean & corn salsa, fresh cilantro, and masa crisps tossed in freshly made chile lime rojo ranch and topped with feta and avocado. Allergens: Contains Milk, Egg",660,,,,,,,,,,,,,,,,,,,,,,
745,12,Panera,Green Goddess Cobb Salad With Chicken (Half),$8.19 ,"Chicken raised without antibiotics, arugula, romaine, kale and radicchio blend, grape tomatoes and pickled red onions tossed in freshly made Green Goddess dressing and topped with avocado, bacon and cage-free hard-boiled egg. Allergens: Contains Milk, Egg",280,,,,,,,,,,,,,,,,,,,,,,
746,12,Panera,Green Goddess Cobb Salad With Chicken (Whole),$11.39 ,"Chicken raised without antibiotics, arugula, romaine, kale and radicchio blend, grape tomatoes and pickled red onions tossed in freshly made Green Goddess dressing and topped with avocado, bacon and cage-free hard-boiled egg. Allergens: Contains Milk, Egg",560,,,,,,,,,,,,,,,,,,,,,,
747,12,Panera,Spicy Thai Salad With Chicken (Half),$7.49 ,"NOW WITH ALMONDS. Chicken raised without antibiotics, romaine, almonds, fire-roasted edamame, red pepper and carrot blend, cilantro, and wonton strips tossed with Thai chili vinaigrette and drizzled with peanut sauce. Allergens: Contains Wheat, Soy, Tree Nuts, Peanuts. May contain Egg",240,,,,,,,,,,,,,,,,,,,,,,
748,12,Panera,Spicy Thai Salad With Chicken (Whole),$10.49 ,"NOW WITH ALMONDS. Chicken raised without antibiotics, romaine, almonds, fire-roasted edamame, red pepper and carrot blend, cilantro, and wonton strips tossed with Thai chili vinaigrette and drizzled with peanut sauce. Allergens: Contains Wheat, Soy, Tree Nuts, Peanuts. May contain Egg",480,,,,,,,,,,,,,,,,,,,,,,
749,12,Panera,Fuji Apple Salad With Chicken (Half),$7.49 ,"Chicken raised without antibiotics, arugula, romaine, kale and radicchio blend, grape tomatoes, red onions, toasted pecan pieces, Gorgonzola and apple chips tossed with sweet white balsamic vinaigrette. Allergens: Contains Milk, Tree Nuts",290,,,,,,,,,,,,,,,,,,,,,,
750,12,Panera,Fuji Apple Salad With Chicken (Whole),$10.49 ,"Chicken raised without antibiotics, arugula, romaine, kale and radicchio blend, grape tomatoes, red onions, toasted pecan pieces, Gorgonzola and apple chips tossed with sweet white balsamic vinaigrette. Allergens: Contains Milk, Tree Nuts",580,,,,,,,,,,,,,,,,,,,,,,
751,12,Panera,Modern Greek Salad With Quinoa (Half),$7.09 ,"Quinoa, grape tomatoes, arugula, romaine, kale and radicchio blend, cucumbers, and kalamata olives tossed in Greek dressing and topped with feta and toasted almonds. Allergens: Contains Milk, Tree Nuts. May contain Wheat, Soy",270,,,,,,,,,,,,,,,,,,,,,,
752,12,Panera,Modern Greek Salad With Quinoa (Whole),$9.39 ,"Quinoa, grape tomatoes, arugula, romaine, kale and radicchio blend, cucumbers, and kalamata olives tossed in Greek dressing and topped with feta and toasted almonds. Allergens: Contains Milk, Tree Nuts. May contain Wheat, Soy",550,,,,,,,,,,,,,,,,,,,,,,
753,12,Panera,Asian Sesame Salad With Chicken (Half),$7.09 ,"Chicken raised without antibiotics, mixed greens, cilantro, toasted almonds, sesame seeds and wonton strips tossed in Asian sesame vinaigrette. Allergens: Contains Wheat, Tree Nuts. May contain Egg",210,,,,,,,,,,,,,,,,,,,,,,
754,12,Panera,Asian Sesame Salad With Chicken (Whole),$9.39 ,"Chicken raised without antibiotics, mixed greens, cilantro, toasted almonds, sesame seeds and wonton strips tossed in Asian sesame vinaigrette. Allergens: Contains Wheat, Tree Nuts. May contain Egg",430,,,,,,,,,,,,,,,,,,,,,,
755,12,Panera,Caesar Salad With Chicken (Half),$7.09 ,"Chicken raised without antibiotics, romaine, parmesan and homemade black pepper focaccia croutons tossed with Caesar dressing. Allergens: Contains Wheat, Milk, Egg, Fish",230,,,,,,,,,,,,,,,,,,,,,,
756,12,Panera,Caesar Salad With Chicken (Whole),$9.39 ,"Chicken raised without antibiotics, romaine, parmesan and homemade black pepper focaccia croutons tossed with Caesar dressing. Allergens: Contains Wheat, Milk, Egg, Fish",460,,,,,,,,,,,,,,,,,,,,,,
757,12,Panera,Caesar Salad (Half),$5.39 ,"Romaine, parmesan and homemade black pepper focaccia croutons tossed with Caesar dressing. Allergens: Contains Wheat, Milk, Egg, Fish",170,,,,,,,,,,,,,,,,,,,,,,
758,12,Panera,Caesar Salad (Whole),$7.29 ,"Romaine, parmesan and homemade black pepper focaccia croutons tossed with Caesar dressing. Allergens: Contains Wheat, Milk, Egg, Fish",340,,,,,,,,,,,,,,,,,,,,,,
759,12,Panera,Greek Salad (Half),$5.39 ,"Romaine, grape tomatoes, feta, red onions, kalamata olives, salt and pepper tossed in Greek dressing with a pepperoncini. Allergens: Contains Milk",210,,,,,,,,,,,,,,,,,,,,,,
760,12,Panera,Greek Salad (Whole),$7.29 ,"Romaine, grape tomatoes, feta, red onions, kalamata olives, salt and pepper tossed in Greek dressing with a pepperoncini. Allergens: Contains Milk",410,,,,,,,,,,,,,,,,,,,,,,
761,12,Panera,Seasonal Greens Salad (Half),$5.39 ,"Arugula, romaine, kale and radicchio blend, grape tomatoes, red onions and diced cucumbers tossed with reduced-fat balsamic vinaigrette. Allergens: none",100,,,,,,,,,,,,,,,,,,,,,,
762,12,Panera,Seasonal Greens Salad (Whole),$7.29 ,"Arugula, romaine, kale and radicchio blend, grape tomatoes, red onions and diced cucumbers tossed with reduced-fat balsamic vinaigrette. Allergens: none",190,,,,,,,,,,,,,,,,,,,,,,
763,12,Panera,Chipotle Chicken Avocado Melt (Half),$7.09 ,"Smoked, pulled chicken raised without antibiotics, smoked Gouda, fresh avocado and cilantro, zesty sweet Peppadew™ piquant peppers and chipotle mayo on Black Pepper Focaccia. Allergens: Contains Wheat, Milk, Egg",390,,,,,,,,,,,,,,,,,,,,,,
764,12,Panera,Chipotle Chicken Avocado Melt (Whole),$9.79 ,"Smoked, pulled chicken raised without antibiotics, smoked Gouda, fresh avocado and cilantro, zesty sweet Peppadew™ piquant peppers and chipotle mayo on Black Pepper Focaccia. Allergens: Contains Wheat, Milk, Egg",770,,,,,,,,,,,,,,,,,,,,,,
765,12,Panera,Roasted Turkey & Avocado Blt (Half),$8.09 ,"Roasted turkey raised without antibiotics, applewood-smoked bacon, emerald green lettuce, vine-ripened tomatoes, avocado, mayo, salt, and pepper on Country Rustic Sourdough. Allergens: Contains Wheat, Egg",340,,,,,,,,,,,,,,,,,,,,,,
766,12,Panera,Roasted Turkey & Avocado Blt (Whole),$10.89 ,"Roasted turkey raised without antibiotics, applewood-smoked bacon, emerald green lettuce, vine-ripened tomatoes, avocado, mayo, salt, and pepper on Country Rustic Sourdough. Allergens: Contains Wheat, Egg",690,,,,,,,,,,,,,,,,,,,,,,
767,12,Panera,Toasted Steak & White Cheddar (Half),$8.09 ,"Grass fed beef, Vermont white cheddar, pickled red onions and horseradish sauce on Artisan Ciabatta. Allergens: Contains Wheat, Milk, Egg",440,,,,,,,,,,,,,,,,,,,,,,
768,12,Panera,Toasted Steak & White Cheddar (Whole),$10.89 ,"Grass fed beef, Vermont white cheddar, pickled red onions and horseradish sauce on Artisan Ciabatta. Allergens: Contains Wheat, Milk, Egg",870,,,,,,,,,,,,,,,,,,,,,,
769,12,Panera,Toasted Frontega Chicken (Half),$6.49 ,"Smoked, pulled chicken raised without antibiotics, mozzarella, vine-ripened tomatoes, red onions, chopped basil and chipotle mayo all grilled on Focaccia. Allergens: Contains Wheat, Milk, Egg",390,,,,,,,,,,,,,,,,,,,,,,
770,12,Panera,Toasted Frontega Chicken (Whole),$9.39 ,"Smoked, pulled chicken raised without antibiotics, mozzarella, vine-ripened tomatoes, red onions, chopped basil and chipotle mayo all grilled on Focaccia. Allergens: Contains Wheat, Milk, Egg",790,,,,,,,,,,,,,,,,,,,,,,
